,year,type,country,activity,age,species_,mes,fatal,sex,especie_tiburon,age_ok
822,1998,Unprovoked,south africa,Body Boarding,20,White shark,Jun,Y,M,White shark,20
823,1998,Unprovoked,south africa,Body boarding,15,3 m to 4 m [10' to 13'] white shark,May,N,M,Unspecified,15
824,1998,Unprovoked,south africa,Body boarding,16,Unidentified,May,N,M,Unspecified,16
825,1998,Unprovoked,usa,Surfing,40,"Lemon shark, 1.5 m [5'], identified  by the surfer",May,N,M,Lemon shark,40
826,1998,Unprovoked,usa,Swimming,14,"1.8 m [6'] shark, possibly a blacktip",May,N,F,Unspecified,14
827,1998,Unprovoked,south africa,Body boarding,22,4 m [13'] white shark,May,N,M,Unspecified,22
828,1998,Unprovoked,mozambique,Towing rubber dinghy,35,3 m [10'] shark,Apr,Y,F,Unspecified,35
829,1998,Unprovoked,usa,Surfing (lying prone on his board),50,5 m [16.5'] white shark,Apr,N,M,Unspecified,50
830,1998,Unprovoked,south africa,Snorkeling  hunting crayfish and abalone,33,3 m [10'] white shark,Mar,N,M,Unspecified,33
831,1998,Unprovoked,usa,Swimming or paddle boarding,32,5' spinner shark,Mar,N,M,Unspecified,32
832,1998,Invalid,australia,Spearfishing,31,Shark involvement not confirmed,,,M,Unspecified,31
833,1998,Unprovoked,mozambique,Surfing,23,Small dusky shark or blackfin shark,Jan,N,M,Unspecified,23
834,1997,Unprovoked,south africa,Spearfishing,39,White shark,Dec,Y,M,White shark,39
835,1997,Unprovoked,australia,Scuba diving (submerged riding a scooter),42,White shark,Nov,N,M,White shark,42
836,1997,Unprovoked,usa,Body boarding or surfing,19,"Tiger shark, 4 m to 4.3 m [13' to 14'] ",Oct,N,M,Tiger shark,19
837,1997,Unprovoked,usa,Surfing,23,Possibly a blacktip shark,Oct,N,M,Unspecified,23
838,1997,Unprovoked,usa,Surfing,12,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M,Unspecified,12
839,1997,Unprovoked,usa,Surfing (sitting on his board),29,5 m [16.5'] white shark,Aug,N,M,Unspecified,29
840,1997,Unprovoked,usa,Body surfing,17,juvenile shark,Aug,N,M,Unspecified,17
841,1997,Unprovoked,usa,Wading / Surfing,19,"""juvenile shark""",Aug,N,M,Unspecified,19
842,1997,Unprovoked,south africa,Surfing,25,4.5 m white shark,Jul,Y,M,Unspecified,25
843,1997,Unprovoked,usa,Standing,50,Blacktip shark,Jul,N,M,Unspecified,50
844,1997,Unprovoked,fiji,Snorkeling,47,"Tiger shark, 2.7m  [9']",Jun,N,F,Tiger shark,47
845,1997,Unprovoked,usa,Surfing,18,Possibly a spinner shark,Jun,N,M,Unspecified,18
846,1997,Unprovoked,usa,"Body surfing, stood up on sandbar",33,1.2 m [4'] shark (spinner shark?),Jun,N,M,Unspecified,33
847,1997,Unprovoked,usa,Spearfishing,35,4' shark,May,N,M,Unspecified,35
848,1997,Unprovoked,usa,Surfing,34,Possibly a sand shark,May,N,M,Unspecified,34
849,1997,Unprovoked,usa,Surfing,12,Possibly a sand shark,May,N,M,Unspecified,12
850,1997,Unprovoked,australia,Scuba diving, 30,"Tiger shark, 2m to 3m ",Feb,N,M,Tiger shark,30
851,1997,Unprovoked,australia,Snorkeling,27,1.8 m to 2.1 m [6' to 7'] shark,Jan,N,M,Unspecified,27
852,1997,Unprovoked,australia,Windsurfing,41,"Tiger shark, 4.5 m [14'9""]",Jan,Y,M,Tiger shark,41
853,1996,Unprovoked,usa,Surfing,45,3 m to 5 m [10' to 16.5'] white shark,Nov,N,M,Unspecified,45
854,1996,Unprovoked,usa,Surfing,22,5.5 m to 6 m [18' to 20'] white shark,Oct,N,M,Unspecified,22
855,1996,Unprovoked,usa,Surfing,21,1.2 m [4'] shark,Oct,N,M,Unspecified,21
856,1996,Unprovoked,usa,Surfing,31,5 m [16.5'] white shark,Oct,N,M,Unspecified,31
857,1996,Unprovoked,new zealand,Diving for abalone,23,White shark,Sep,N,M,White shark,23
858,1996,Unprovoked,usa,Surfing / Swimming,19,"""a young shark""",Sep,N,M,Unspecified,19
859,1996,Invalid,usa,Boogie boarding,28,Shark involvement not confirmed,Sep,,F,Unspecified,28
860,1996,Provoked,south africa,Spearfishing,29,White shark,Sep,N,M,White shark,29
861,1996,Unprovoked,usa,Body Boarding,19,"Tiger shark, 2.4 m [8'] ",Aug,N,M,Tiger shark,19
862,1996,Unprovoked,usa,Free diving for abalone,36,6 m [20'] white shark,Aug,N,M,Unspecified,36
863,1996,Unprovoked,usa,Wade fishing,21,1.8 m to 2.1 m [6' to 7'] hammerhead shark,Aug,N,M,Unspecified,21
864,1996,Unprovoked,usa,Standing,63,5' to 6' shark,Jul,N,F,Unspecified,63
865,1996,Unprovoked,south africa,Surfing,17,2.5 m [8.25'] white shark ,May,N,M,Unspecified,17
866,1996,Unprovoked,usa,Surfing,22,1.2 m [4'] shark,May,N,M,Unspecified,22
867,1996,Unprovoked,usa,Surfing,27,60 cm to 90 cm [2' to 3'] blacktip or spinner shark,May,N,M,Unspecified,27
868,1996,Unprovoked,australia,Swimming breast stoke,47,Tiger shark,Mar,N,F,Tiger shark,47
869,1996,Unprovoked,australia,Dived naked into the water on a bet,24,Bronze whaler shark,Feb,N,M,Unspecified,24
870,1996,Unprovoked,australia,Swimming,7,"""reef shark""",Feb,N,M,Unspecified,7
871,1996,Unprovoked,usa,Swimming with mask & snorkel,53,Possibly a tiger shark,Jan,N,M,Unspecified,53
872,1996,Unprovoked,reunion,Surfing,25,"Tiger shark, 300-kg [662-lb] ",Jan,Y,M,Tiger shark,25
873,1995,Unprovoked,australia,Playing / standing,15,4 m shark,Oct,N,F,Unspecified,15
874,1995,Unprovoked,usa,Surfing,39,1.2 m to 1.5 m [4' to 5']   shark,Oct,N,M,Unspecified,39
875,1995,Unprovoked,usa,Surfing,14,1.5 to 1.8 m [5' to 6'] shark,Sep,N,M,Unspecified,14
876,1995,Unprovoked,usa,Windsurfing,25,4 m [13'] white shark,Sep,N,M,Unspecified,25
877,1995,Unprovoked,australia,Abalone diving using Hookah (near calving whales),29,White shark,Sep,Y,M,White shark,29
878,1995,Unprovoked,usa,Abalone diving using Hookah (resting on the surface),32,3 m to 4 m [10' to 13'] white shark,Sep,N,M,Unspecified,32
879,1995,Unprovoked,usa,Surfing,16,5' shark,Aug,N,M,Unspecified,16
880,1995,Unprovoked,usa,Surfing,18,"""a small shark""",Aug,N,M,Unspecified,18
881,1995,Unprovoked,usa,Swimming,16,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M,Unspecified,16
882,1995,Unprovoked,usa,Swimming ,23,"""sand"" shark",Aug,N,M,Unspecified,23
883,1995,Unprovoked,usa,Surfing,19,"""small shark""",Aug,N,M,Unspecified,19
884,1995,Unprovoked,tonga,Fishing,18,"""small shark""",Aug,N,M,Unspecified,18
885,1995,Unprovoked,usa,Wading,20,1.8 m [6'] shark,Aug,N,M,Unspecified,20
886,1995,Unprovoked,usa,Body boarding,12,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M,Unspecified,12
887,1995,Unprovoked,usa,Scuba diving (ascending using scooter),31,6 m [20'] white shark,Jun,N,M,Unspecified,31
888,1995,Unprovoked,usa,Swimming,45,1.8 m [6'] shark,Jun,N,M,Unspecified,45
889,1995,Unprovoked,usa,Swimming,10,6' shark,Jun,N,F,Unspecified,10
890,1995,Unprovoked,usa,Swimming,38,"Tiger shark, 3.7 m [12'] ",Jun,N,M,Tiger shark,38
891,1995,Unprovoked,hong kong,Swimming,29,1.8 m to 2.1 m [6' to 7'] shark,Jun,Y,M,Unspecified,29
892,1995,Unprovoked,japan,Scuba diving for bivalves,47,6 m [20'] white shark,Apr,Y,M,Unspecified,47
893,1995,Unprovoked,australia,Surfing,35,"Bronze whaler shark, 2 m ",Mar,N,M,Unspecified,35
894,1995,Unprovoked,south africa,Swimming,22,Raggedtooth shark,Feb,N,M,Unspecified,22
895,1995,Unprovoked,south africa,Swimming,14,"Tiger shark, 1.8 m [6'] ",Jan,Y,M,Tiger shark,14
896,1994,Unprovoked,south africa,Body boarding,26,5.5 m [18'] white shark,Dec,N,M,Unspecified,26
897,1994,Unprovoked,usa,Commercial diver (submerged or treading water),42,5 m to 5.5 m [16.5' to 18'] white shark,Dec,Y,M,Unspecified,42
898,1994,Unprovoked,usa,"Surfing, paddling seawards",34,2.7 m [9'] shark,Nov,N,F,Unspecified,34
899,1994,Provoked,usa,Wading,9,Thought to involve a small sand shark,Oct,N,F,Unspecified,9
900,1994,Unprovoked,usa,Surfing,43,5 m [16.5'] white shark,Sep,N,M,Unspecified,43
901,1994,Unprovoked,usa,Jumped off rocks into white water,12,Small shark,Sep,N,F,Unspecified,12
902,1994,Unprovoked,reunion,Windsurfing,24,3 to 3.5 m [10' to 11.5'] bull shark,Jul,Y,M,Unspecified,24
903,1994,Unprovoked,south africa,Surfing,22,4 m [13'] white shark,Jul,Y,M,Unspecified,22
904,1994,Unprovoked,south africa,Surfing,31,4 m [13'] white shark,Jul,N,M,Unspecified,31
905,1994,Unprovoked,usa,Surfing,15,"""small shark""",Jul,N,M,Unspecified,15
906,1994,Unprovoked,bahamas,Spearfishing,30,1.8 m [6'] shark,Jun,N,M,Unspecified,30
907,1994,Unprovoked,usa,Surfing, 28,1.2 m [4'] spinner shark,May,N,M,Unspecified,28
908,1994,Unprovoked,usa,Surfing,22,>1.8 m [6'] shark,May,N,M,Unspecified,22
909,1994,Unprovoked,usa,Surfing,23,1.2 m [4'] shark,Feb,N,M,Unspecified,23
910,1994,Unprovoked,south africa,Surfing,15,3 m [10'] white shark,Feb,N,M,Unspecified,15
911,1994,Unprovoked,south africa,Swimming ,33,"1.3 m [4'3""] shark",Jan,N,M,Unspecified,33
912,1993,Unprovoked,australia,Hookah diving,27,Tiger shark caught 6 days later with divers remains in its gut,Nov,Y,M,Tiger shark,27
913,1993,Unprovoked,usa,Surfing,26,4 m to 5 m [13' to 16.5'] white shark,Oct,N,M,Unspecified,26
914,1993,Unprovoked,usa,Swimming,26,3 m [10'] bull shark,Oct,N,F,Unspecified,26
915,1993,Boating,usa,Kayaking,34,>6 m [20'] white shark,Oct,N,F,Unspecified,34
916,1993,Unprovoked,south africa,Spearfishing,36,3 m [10'] white shark,Sep,N,M,Unspecified,36
917,1993,Unprovoked,spain,Swimming,69,1.2 m [4'] shark,Sep,N,M,Unspecified,69
918,1993,Unprovoked,bahamas,Spearfishing,51,1.8 m [6'] blacktip shark or Caribbean reef shark,Aug,N,M,Unspecified,51
919,1993,Unprovoked,usa,Riding floatation device,19,Bull shark,Aug,N,F,Bull shark,19
920,1993,Unprovoked,usa,Free diving for abalone (ascending),39,5.5 m to 6 m [18' to 20']  white shark,Aug,N,M,Unspecified,39
921,1993,Unprovoked,south africa,Surfing,28,4 m [13'] white shark,Jul,N,M,Unspecified,28
922,1993,Unprovoked,usa,Playing,12,"1.8 m to 2.4 m [6' to 8'] shark, tooth fragments recovered ",Jul,N,F,Unspecified,12
923,1993,Unprovoked,usa,Paddling on surfboard or body board,22,Thought to involve a tiger shark,Jun,N,M,Unspecified,22
924,1993,Unprovoked,australia,Scuba diving,31,Remains recovered from 5.5 m [18'] white shark,Jun,Y,M,Unspecified,31
925,1993,Unprovoked,australia,Scuba diving at seal colony,34,5 m [16.5'] white shark,Jun,Y,F,Unspecified,34
926,1993,Unprovoked,usa,Swimming,60's,6' shark,,N,F,Unspecified,60
927,1993,Unprovoked,usa,Paddling on surfboard,35,"Tiger shark, 3.7 m [12'], (tooth fragment recovered from wound)",Mar,N,M,Tiger shark,35
928,1993,Unprovoked,usa,Free diving & spearfishing (ascending),55,White shark,Mar,N,M,White shark,55
929,1993,Provoked,australia,Fishing,69,"Bronze whaler shark, 1.5 m ",Feb,N,M,Unspecified,69
930,1993,Unprovoked,australia,Spearfishing,21,1.5 m shark,Jan,N,M,Unspecified,21
931,1993,Unprovoked,usa,Surfing,29,6 m [20'] white shark,Jan,N,M,Unspecified,29
932,1992,Unprovoked,usa,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",10,"Tiger shark, 2.4 m [8']",Dec,N,M,Tiger shark,10
933,1992,Unprovoked,usa,Lying on surfboard,30,"Tiger shark, 3 m to 4.9 m [10' to 16'] ",Dec,N,M,Tiger shark,30
934,1992,Unprovoked,usa,Spearfishing / free diving,31,"Mako shark, 1.8 m [6']  ",Nov,N,M,Unspecified,31
935,1992,Unprovoked,usa,Surfing,19,6' to 7' blacktip shark,Nov,N,M,Unspecified,19
936,1992,Boating,usa,Kayaking,46,5 m to 6 m white shark,Nov,N,M,Unspecified,46
937,1992,Unprovoked,usa,Scuba diving (submerged),40,Unidentified shark,Nov,N,M,Unspecified,40
938,1992,Unprovoked,usa,Body boarding,18,"Tiger shark, 3 m to 3.7 m [10' to 12'] ",Nov,Y,M,Tiger shark,18
939,1992,Unprovoked,usa,Hookah diving for sea urchins,40,2.5 m [8.25'] white shark,Oct,N,M,Unspecified,40
940,1992,Unprovoked,usa,Surfing,28,"Tiger shark, 4.3 m [14'] ",Oct,N,M,Tiger shark,28
941,1992,Unprovoked,australia,Surfing,28,4.2 m white shark,Oct,Y,M,Unspecified,28
942,1992,Unprovoked,usa,Surfing,20,4 m to 5 m [13' to 16.5']  white shark ,Sep,N,M,Unspecified,20
943,1992,Unprovoked,australia,Surfing,17,4 m white shark,Aug,N,M,Unspecified,17
944,1992,Unprovoked,usa,Surfing,22,5.5 m to 6 m [18' to 20'] white shark,Aug,N,M,Unspecified,22
945,1992,Unprovoked,usa,Standing,42,"""a small shark""",Jul,N,F,Unspecified,42
946,1992,Unprovoked,reunion,Surfing,16,Bull shark or lemon shark,Jun,Y,M,Bull shark,16
947,1992,Unprovoked,south africa,Surfing,35,>2 m shark,Apr,N,M,Unspecified,35
948,1992,Unprovoked,usa,"Surfing, paddling seawards",36,Tiger shark,Mar,N,F,Tiger shark,36
949,1992,Unprovoked,japan,Hookah diving for pen shells ,41,"5 m [16.5'] white shark, identification by K. Nakaya",Mar,Y,M,Unspecified,41
950,1992,Unprovoked,usa,Surfing (sitting on his board),21,Said to involve a 6 m to 7 m [20' to 23'] white shark,Mar,N,M,Unspecified,21
951,1992,Invalid,australia,Surfing,19,Questionable incident,Feb,,M,Unspecified,19
952,1992,Unprovoked,australia,Boogie boarding,19,"Bronze whaler shark, 2.3 m [7.5'] ",Jan,N,M,Unspecified,19
953,1992,Unprovoked,south africa,Swimming ,19,"Zambesi shark, 1.7 m [5.5'] ",Jan,N,M,Unspecified,19
954,1992,Unprovoked,south africa,Spearfishing,36,Possibly a 1.5 m [5'] blacktip shark,Jan,N,M,Unspecified,36
955,1991,Unprovoked,usa,Hookah diving for sea urchins,25,6 m [20'] white shark,Dec,N,M,Unspecified,25
956,1991,Unprovoked,usa,Snorkeling,41,"Tiger shark, 2.4 m 3.4 m [8' to 11']  ",Nov,Y,F,Tiger shark,41
957,1991,Unprovoked,usa,Surfing,21,1.8 m [6'] shark,Oct,N,M,Unspecified,21
958,1991,Unprovoked,usa,Surfing,32,5 m to 6 m [16.5' to 20'] white shark,Oct,N,M,Unspecified,32
959,1991,Unprovoked,australia,Scuba diving,19,4 m [13'] white shark,Sep,Y,M,Unspecified,19
960,1991,Provoked,australia,Finning the shark that bit him,36,"3 m [10'], 270- kg [595-lb] shark",Aug,N,M,Unspecified,36
961,1991,Unprovoked,usa,Swimming,23,sand shark,Aug,N,M,Unspecified,23
962,1991,Unprovoked,usa,Wading,10,3' shark,Aug,N,F,Unspecified,10
963,1991,Boating,italy,Canoeing,40,4 m [13'] white shark,Jul,N,F,Unspecified,40
964,1991,Unprovoked,reunion,Surfing,30,"Tiger shark, 3 to 4 m [10' to 13'] ",Jul,N,M,Tiger shark,30
965,1991,Unprovoked,usa,Surfing,32,5 m [16.5'] white shark,Jul,N,M,Unspecified,32
966,1991,Unprovoked,usa,Swimming behind sailboat,31,2.7 m [9'] bull or lemon shark,Jun,N,M,Unspecified,31
967,1991,Unprovoked,hong kong,Swimming ,65,"Tiger shark, >3 m [10']",Jun,Y,F,Tiger shark,65
968,1991,Unprovoked,usa,Sitting on surfboard,23,2.4 m [8'] shark,May,N,M,Unspecified,23
969,1991,Unprovoked,usa,"Surfing, collided with shark",22,1.2 m to 1.5 m [4' to 5'] shark,Apr,N,M,Unspecified,22
970,1991,Unprovoked,usa,Surfing,38,5.5 m [18'] white shark,Feb,N,M,Unspecified,38
971,1991,Unprovoked,south africa,Spearfishing,20,5.5 m [18'] white shark,Feb,N,M,Unspecified,20
972,1990,Unprovoked,usa,Surfing,24,5' shark,Nov,N,M,Unspecified,24
973,1990,Unprovoked,usa,Surfing,50,1.8 m [6'] shark ,Oct,N,M,Unspecified,50
974,1990,Unprovoked,usa,Surfing,25,4' spinner shark,Oct,N,M,Unspecified,25
975,1990,Unprovoked,usa,Surfing,43,"Tiger shark, 3.7 m [12'] ",Oct,N,M,Tiger shark,43
976,1990,Unprovoked,usa,Surfing,19,1.8 m to 2.4 m [6' to 8'] shark,Oct,N,M,Unspecified,19
977,1990,Unprovoked,south africa,Spearfishing,26,5 m  [16.5'] white shark,Sep,N,M,Unspecified,26
978,1990,Unprovoked,usa,"Free diving / spearfishing, from paddleboard & floating on the surface",49,White shark,Sep,N,M,White shark,49
979,1990,Boating,usa,Kayaking,44,2.5 m to 3 m [8.25' to 10']  white shark,Sep,N,M,Unspecified,44
980,1990,Unprovoked,usa,Surfing,22,5 m to 6 m [16.5' to 20'] white shark,Aug,N,M,Unspecified,22
981,1990,Unprovoked,south africa,Scuba diving (but on surface),21,"4.5 m [14'9""] white shark",Jun,Y,F,Unspecified,21
982,1990,Unprovoked,south africa,Resting on surfboard,22,"5.5 m [18'] white shark, identified by witnesses & tooth marks",May,N,M,Unspecified,22
983,1990,Unprovoked,south africa,Lying on surfboard & paddling,23,"2.3 m [7.5'] white shark, identified by M. Smale",Apr,N,M,Unspecified,23
984,1990,Unprovoked,australia,Surfing,31,"Tiger shark, 3 m ",Apr,N,M,Tiger shark,31
985,1989,Unprovoked,south africa,Free diving & spearfishing,29,White shark,Nov,Y,M,White shark,29
986,1989,Unprovoked,australia,Surfing,17,2.7 m [9'] white shark,Oct,N,M,Unspecified,17
987,1989,Unprovoked,usa,Surfing,12,4' shark,Oct,N,M,Unspecified,12
988,1989,Invalid,usa,Diving,49,Shark involvement suspected but not confirmed,Oct,,M,Unspecified,49
989,1989,Unprovoked,south africa,Free diving,29,"White shark, identified by tooth pattern",Sep,N,M,White shark,29
990,1989,Provoked,usa,"Fishing, stepped on hooked shark's head",51,150-lb shark,Sep,N,M,Unspecified,51
991,1989,Unprovoked,usa,Hookah diving for abalone (descending),38,4 m to 5 m [13' to 16.5']  white shark,Sep,N,M,Unspecified,38
992,1989,Provoked,australia,Feeding fish,30,Grey nurse shark,Aug,N,M,Grey shark,30
993,1989,Unprovoked,south africa,Surfing,21,>3.4 m [11'] white shark,Aug,N,M,Unspecified,21
994,1989,Unprovoked,australia,Surfing,17,"Bronze whaler shark, 3 m [10'] ",Aug,N,M,Unspecified,17
995,1989,Unprovoked,south africa,Surfing,34,2.5 m [8.25'] white shark,Jul,N,M,Unspecified,34
996,1989,Unprovoked,south africa,Surfing,16,3 m [10'] white shark,Jun,N,M,Unspecified,16
997,1989,Unprovoked,south africa,Free diving,28,2.5 m [8.25'] white shark,Jun,N,M,Unspecified,28
998,1989,Unprovoked,australia,Surfing,27,2 m [6.75'] white shark,Mar,Y,M,Unspecified,27
999,1989,Unprovoked,italy,"Scuba diving, but swimming on surface",47,6 m [20'] white shark,Feb,Y,M,Unspecified,47
1000,1989,Invalid,usa,Kayaking,24,Invalid,Jan,,M,Unspecified,24
1001,1989,Unprovoked,usa,Kayaking,24,5 m [16.5'] white shark,Jan,Y,F,Unspecified,24
1002,1989,Unprovoked,australia,Surfing with dolphins,17,"Tiger shark, 4 m [13'] ",Jan,N,M,Tiger shark,17
1003,1988,Unprovoked,usa,Surfing (sitting on his board),21,5.5 m to 6 m [18' to 20']  white shark,Oct,N,M,Unspecified,21
1004,1988,Unprovoked,usa,Surfing,30,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M,Unspecified,30
1005,1988,Unprovoked,usa,Surfing,23,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M,Unspecified,23
1006,1988,Unprovoked,usa,Surfing,21,5' shark,Sep,N,M,Unspecified,21
1007,1988,Unprovoked,usa,Snorkeling,38,3 m [10'] bull shark,Sep,Y,M,Unspecified,38
1008,1988,Unprovoked,usa,Surfing,27,2.4 m to 3 m [8' to 10'] white shark,Aug,N,M,Unspecified,27
1009,1988,Unprovoked,south africa,Spearfishing,36,White shark,Jun,N,M,White shark,36
1010,1988,Unprovoked,usa,Sittting in water with his child,37,Sand shark?,Jun,N,M,Unspecified,37
1011,1988,Unprovoked,usa,Surfing,25,1.8 m to 2.4 m [6' to 8'] shark,Jun,N,M,Unspecified,25
1012,1988,Unprovoked,south africa,Surfing,17,1.5 m to 2 m [5' to 6.75'] shark,Mar,N,M,Unspecified,17
1013,1988,Unprovoked,south africa,Surfing,20,"1 m ""grey-colored"" shark",Feb,N,M,Unspecified,20
1014,1988,Unprovoked,south africa,Lying atop surfboard,15,Zambezi shark (tooth fragments recovered),Feb,N,F,Unspecified,15
1015,1988,Invalid,south africa,Surfing,22,Shark involvement not confirmed,Jan,,M,Unspecified,22
1016,1988,Provoked,south africa,Attempting to lasso shark's tail,33,1.5 m copper shark,Jan,N,M,Unspecified,33
1017,1987,Unprovoked,usa,Surfing,16,1.8 m [6'] blacktip shark,Dec,N,M,Unspecified,16
1018,1987,Unprovoked,usa,Surfing,20,2 m [6.75'] shark,Oct,N,M,Unspecified,20
1019,1987,Invalid,south africa,Boogie boarding,14,Questionable incident,Oct,,M,Unspecified,14
1020,1987,Unprovoked,south africa,Spearfishing,21,White shark,Oct,N,M,White shark,21
1021,1987,Unprovoked,south africa,Surfing,24,3.5 m [11.5']  white shark,Sep,N,M,Unspecified,24
1022,1987,Unprovoked,usa,Wading,12,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M,Unspecified,12
1023,1987,Unprovoked,usa,Surfing (sitting on his board),40,5.7 m white shark,Aug,N,M,Unspecified,40
1024,1987,Unprovoked,usa,Surfing,27,3' to 4' shark,Jul,N,M,Unspecified,27
1025,1987,Unprovoked,usa,Body surfing,32,4' shark,Jul,N,F,Unspecified,32
1026,1987,Unprovoked,usa,Wading,16,4' shark,Jul,N,F,Unspecified,16
1027,1987,Unprovoked,vanuatu,Swimming,8,4.3 m shark,Apr,Y,M,Unspecified,8
1028,1987,Unprovoked,south africa,Spearfishing,30,>2.5 m [8.25'] white shark,Jan,N,M,Unspecified,30
1029,1986,Unprovoked,south africa,Body boarding,21,3 m [10'] white shark,Dec,Y,M,Unspecified,21
1030,1986,Unprovoked,usa,Surfing,40,1.8 m to 2.1 m [6' to 7'] spinner or blacktip shark,Dec,N,M,Unspecified,40
1031,1986,Unprovoked,usa,Free diving  & spearfishing (submerged),27,5 m to 6 m [16.5' to 20'] white shark,Dec,N,M,Unspecified,27
1032,1986,Unprovoked,usa,Swimming,6,"Lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered",Oct,N,F,Lemon shark,6
1033,1986,Unprovoked,south africa,Racing ski,32,1.6 m shark,Oct,N,M,Unspecified,32
1034,1986,Invalid,south africa,Spearfishing,35,Invalid,Aug,,M,Unspecified,35
1035,1986,Unprovoked,south africa,Spearfishing,26,1.2 m [4'] dusky shark,,N,M,Unspecified,26
1036,1986,Unprovoked,south africa,Treading water,26,>1 m shark,Mar,N,M,Unspecified,26
1037,1986,Unprovoked,south africa,Surfing,21,>2.4 m [8'] white shark,Feb,N,M,Unspecified,21
1038,1986,Unprovoked,south africa,Swimming,46,Raggedtooth shark,Feb,N,M,Unspecified,46
1039,1986,Unprovoked,south africa,Spearfishing,29,"Raggedtooth shark, 2 m [6.75'] ",Feb,N,M,Unspecified,29
1040,1986,Unprovoked,australia,Surfing,29,"Bronze whaler shark, 3.5 m ",Feb,N,M,Unspecified,29
1041,1986,Unprovoked,usa,Surfing,22,Blacktip shark,Jan,N,M,Unspecified,22
1042,1986,Unprovoked,usa,Surfing,16,1.5 m [5'] shark,,N,M,Unspecified,16
1043,1985,Unprovoked,south africa,Body boarding,22,2.5 m [8.25'] white shark,Oct,N,M,Unspecified,22
1044,1985,Unprovoked,usa,Hookah diving for abalone,46,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark,Oct,N,M,Unspecified,46
1045,1985,Invalid,usa,Swimming,17,Invalid,Sep,,M,Unspecified,17
1046,1985,Invalid,usa,Wading,11,Shark involvement not confirmed,Aug,,M,Unspecified,11
1047,1985,Invalid,usa,Scuba diving,67,Shark involvement prior to death not confirmed,Aug,,M,Unspecified,67
1048,1985,Unprovoked,usa,Wading,13,Possibly a small hammerhead shark,Jul,N,F,Unspecified,13
1049,1985,Unprovoked,italy,Snorkeling,13,"3 m to 3.6 m  [10' to 11'9""] white shark",,N,M,Unspecified,13
1050,1985,Unprovoked,australia,Free diving for scallops,33,6 m [20'] white shark,Mar,Y,F,Unspecified,33
1051,1985,Unprovoked,usa,Scuba Diving for lobster (at surface),29,6 m [20'] white shark,Feb,N,M,Unspecified,29
1052,1985,Unprovoked,south africa,Swimming,15,Raggedtooth shark,Jan,N,M,Unspecified,15
1053,1985,Unprovoked,south africa,Surfing,18,"3.5 m white shark, tooth fragments recovered",Jan,N,M,Unspecified,18
1054,1985,Unprovoked,south africa,Spearfishing,34,3.5 m [11.5'] white shark,Jan,N,M,Unspecified,34
1055,1985,Provoked,south africa,Spearfishing,20,1.5 m [5'] dusky shark,,N,M,Unspecified,20
1056,1984,Unprovoked,australia,Sailing on catamaran & fell into the water,16,"Tiger shark, 4 m ",Nov,Y,M,Tiger shark,16
1057,1984,Invalid,usa,Swimming,22,Shark involvement prior to death was not confirmed,Oct,,M,Unspecified,22
1058,1984,Unprovoked,usa,Surfing or body surfing,23,1.5 m [5'] shark,Oct,N,F,Unspecified,23
1059,1984,Invalid,usa,Wading,77,Shark involvement not confirmed; officials considered barracua,Oct,,F,Unspecified,77
1060,1984,Unprovoked,usa,Surfing,15,1.2 m [4'] blacktip shark,Oct,N,M,Unspecified,15
1061,1984,Unprovoked,usa,Surfing (sitting on his board),25,3 m to 5 m [10' to 16.5'] white shark,Sep,N,M,Unspecified,25
1062,1984,Unprovoked,usa,Surfing,16,Hammerhead shark?+O2356,Sep,N,M,Unspecified,16
1063,1984,Unprovoked,usa,Skindiving,28,4.5 m to 5 m white shark,Sep,Y,M,Unspecified,28
1064,1984,Unprovoked,usa,Swimming,18,1.2 m [4'] shark,Jul,N,F,Unspecified,18
1065,1984,Invalid,south africa,Spearfishing,21,Shark involvement prior to death was not confirmed,Jul,,M,Unspecified,21
1066,1984,Unprovoked,south africa,Surfing,27,2.4 m [8'] white shark,Jun,N,M,Unspecified,27
1067,1984,Unprovoked,usa,Towing her sister on plastic ski board,13,1.2 m to 1.5 m [4' to 5'] hammerhead shark,Jun,N,F,Unspecified,13
1068,1984,Provoked,south africa,Scuba diving,33, 1.5 m [5'] dusky shark,Feb,N,M,Unspecified,33
1069,1984,Unprovoked,south africa,Swimming,14,"Raggedtooth shark, 1 m ",Jan,N,M,Unspecified,14
1070,1983,Unprovoked,south africa,Swimming,47,"Raggedtooth shark, >1 m ",Dec,N,M,Unspecified,47
1071,1983,Unprovoked,south africa,Spearfishing,29,5 m [16.5'] white shark,Aug,N,M,Unspecified,29
1072,1983,Unprovoked,usa,Swimming,14,Sand shark,Aug,N,F,Unspecified,14
1073,1983,Unprovoked,usa,Diving,22,6' to 8' bull shark,Aug,N,F,Unspecified,22
