,type,country,activity,age,species_,mes,fatal,sex,especie_tiburon,year,age_ok
566,Unprovoked,usa,Surfing,16,1.8 m [6'] shark,Aug,N,M,Unspecified,2005,16.0
567,Invalid,usa,Surfing,25,Shark involvement not confirmed,Jul,Unknown,M,Unspecified,2005,25.0
568,Unprovoked,usa,Swimming,22,[4.5' to 5'] shark,Jul,N,M,Unspecified,2005,22.0
569,Unprovoked,usa,Holding onto an inflatable boat,14,[4' to 5'],Jul,N,F,Unspecified,2005,14.0
570,Unprovoked,usa,Fishing,16,Bull shark,Jun,N,M,Bull shark,2005,16.0
571,Unprovoked,usa,Swimming with boogie board,14,1.8 m [6'] bull shark,Jun,Y,F,Unspecified,2005,14.0
572,Unprovoked,vanuatu,Swimming,7,"On 8/13/2005 anglers from New Zealand caught a 2.8 m [9'3""], 140-kg [309-lb] shark at the same spot. It was believed this was the same shark that killed Alysha",Jun,Y,F,Unspecified,2005,7.0
573,Invalid,usa,Swimming,49,Invalid,Jun,Unknown,M,Unspecified,2005,49.0
574,Unprovoked,usa,Swimming,20,"Unknown, but it was reported that a shark tooth was recovered from the wound",Jun,N,M,Unspecified,2005,20.0
575,Invalid,usa,Surfing,17,"Mr. Burgess of ISAF announced the injury was the bite of a 1.8 m [6'], 2- to 3-year old white shark. Subsequent investigation revealed there was  no shark involvement in this incident",Jun,Unknown,M,Unspecified,2005,17.0
576,Unprovoked,south africa,Spearfishing (Free diving),22,White shark,Jun,Y,M,White shark,2005,22.0
577,Unprovoked,usa,Swimming,33,"""small shark""",May,N,M,Unspecified,2005,33.0
578,Unprovoked,south africa,Surfing,32,Raggedtooth shark,May,N,M,Unspecified,2005,32.0
579,Unprovoked,usa,Surfing,47,"Tiger shark, 3 m [10']",May,N,M,Tiger shark,2005,47.0
580,Provoked,australia,Fishing,25,"Mako shark, 1.5 m [5'] ",Apr,N,M,Unspecified,2005,25.0
581,Unprovoked,australia,Surfing,40,Bronze whaler shark,Apr,N,M,Unspecified,2005,40.0
582,Unprovoked,south africa,Surfing,32,4 m [13'] shark,Mar,N,M,Unspecified,2005,32.0
583,Unprovoked,australia,Snorkeling,26,6 m [20'] white shark,Mar,Y,M,Unspecified,2005,26.0
584,Provoked,usa,Diving in aquarium display tank,45,"Sandtiger shark, 2.1 m [7'] ",Mar,N,M,Unspecified,2005,45.0
585,Boating,new zealand,Fishing from a kayak,39,White shark,Jan,N,M,White shark,2005,39.0
586,Unprovoked,australia,Scurfing (surfboard being  towed behind a boat),18,4.5 m & 5 m white shark ,Dec,Y,M,Unspecified,2004,18.0
587,Unprovoked,australia,Spearfishing,38,Bull shark,Dec,Y,M,Bull shark,2004,38.0
588,Unprovoked,south africa,Surfing,20,Raggedtooth shark,Nov,N,M,Unspecified,2004,20.0
589,Unprovoked,south africa,Swimming,77,6 m [20'] white shark,Nov,Y,F,Unspecified,2004,25.0
590,Unprovoked,usa,Surfing,38,5.5 m [18'] white shark,Nov,N,,Unspecified,2004,38.0
591,Unprovoked,cuba,Diving,40,2.5 m [8.25'] bull shark,Oct,N,M,Unspecified,2004,40.0
592,Unprovoked,south africa,Chumming for white sharks,52,2 m [6.75'] white shark,Oct,N,M,Unspecified,2004,52.0
593,Unprovoked,australia,Surfing,59,"Bronze whaler shark, 2.4 m [8'] ",Oct,N,M,Unspecified,2004,59.0
594,Unprovoked,usa,Spearfishing,34,"Tiger shark, 2.4 m to 3.7 m [8' to 12'] ",Oct,N,M,Tiger shark,2004,34.0
595,Unprovoked,south africa,Surfing,34,"Raggedtooth shark, 1.5 to 2 m [5' to 6.75']",Oct,N,M,Unspecified,2004,34.0
596,Unprovoked,reunion,Body boarding,15,Thought to involve a 2.5 m bull or tiger shark,Oct,N,M,Unspecified,2004,15.0
597,Unprovoked,usa,Surfing,26,White shark,Sep,N,M,White shark,2004,26.0
598,Unprovoked,usa,Jumping,17,2.4 m [8'] shark,Sep,N,F,Unspecified,2004,17.0
599,Unprovoked,brazil,Bathing,24,"Tiger shark, 1.5 m ",Aug,N,M,Tiger shark,2004,24.0
600,Unprovoked,usa,Diving,50,4.9 m to 5.5 m [16' to 18'] white shark,Aug,Y,M,Unspecified,2004,50.0
601,Unprovoked,usa,Swimming,47,1.2 m [4'] shark,Aug,N,M,Unspecified,2004,47.0
602,Unprovoked,usa,Swimming,13,1.8 m [6'] shark,Jul,N,F,Unspecified,2004,13.0
603,Unprovoked,usa,Swimming,19,1.2 m to 1.5 m [4' to 5'] shark,Jul,N,F,Unspecified,2004,19.0
604,Unprovoked,usa,Wading / fishing & carrying a bag of fish,11,Bull shark,Jul,N,M,Bull shark,2004,11.0
605,Unprovoked,australia,Surfing,30,"2 sharks, 4.5 m & 3 m ",Jul,Y,M,Unspecified,2004,30.0
606,Unprovoked,usa,Wading,7,4' to 5' shark,Jul,N,M,Unspecified,2004,7.0
607,Unprovoked,usa,Surfing,45,"9'2"" white shark",Jun,N,M,Unspecified,2004,45.0
608,Unprovoked,australia,Body boarding,17,"Bronze whaler shark, 2.5 m [8.25'] ",Jun,N,M,Unspecified,2004,17.0
609,Unprovoked,usa,Swimming,8,1.2 m [4'] shark,Jun,N,M,Unspecified,2004,8.0
610,Unprovoked,south africa,"Swimming, poaching perlemoen",21,White shark,Jun,Y,M,White shark,2004,21.0
611,Unprovoked,usa,Wading,16,0.9 m to 1.5 m [3' to 5'] shark,May,N,M,Unspecified,2004,16.0
612,Unprovoked,brazil,Swimming,17,Bull shark,May,N,M,Bull shark,2004,17.0
613,Unprovoked,usa,Surfing,44,2.4 m to 3.7 m [8' to 12'] shark,May,N,M,Unspecified,2004,44.0
614,Provoked,bahamas,Free diving & spearfishing,63,"1,5 m [5'] Caribbean reef shark (Carcharhinus  perezi)",May,N,M,Unspecified,2004,63.0
615,Unprovoked,usa,Tandem surfing,28,"Mako shark, 1.8 m [6']",May,N,M,Unspecified,2004,28.0
616,Unprovoked,usa,Surfing,57,Tiger shark,Apr,Y,M,Tiger shark,2004,57.0
617,Unprovoked,south africa,Surfing,16,5 m [16.5'] white shark,Apr,N,M,Unspecified,2004,16.0
618,Unprovoked,usa,Surfing,20,1.2 m [4'] bull shark,Mar,N,M,Unspecified,2004,20.0
619,Unprovoked,brazil,Body boarding,22,bull shark,Mar,N,M,Bull shark,2004,22.0
620,Unprovoked,reunion,Surfing,20,2.5 m shark,Mar,N,M,Unspecified,2004,20.0
621,Unprovoked,usa,Surfing,51,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Mar,N,M,Tiger shark,2004,51.0
622,Unprovoked,new zealand,Surfing,15,2 m [6.75'] sevengill  shark,Feb,N,M,Unspecified,2004,15.0
623,Invalid,australia,Free diving & spearfishing,31,Shark involvement not confirmed,Feb,Unknown,M,Unspecified,2004,31.0
624,Unprovoked,australia,Scuba diving,46,4 m to 5 m [13' to 16.5'] white shark,Jan,N,M,Unspecified,2004,46.0
625,Unprovoked,venezuela,Spearfishing,40,"Bull shark, 132-kg [291-lb] ",Jan,N,M,Bull shark,2004,40.0
626,Unprovoked,south africa,Spearfishing,21,"Tiger shark, 4 m [13']  ?",Nov,Y,M,Tiger shark,2003,21.0
627,Unprovoked,usa,Surfing,35,4' shark,Nov,N,F,Unspecified,2003,35.0
628,Unprovoked,usa,Surfing,18,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M,Unspecified,2003,18.0
629,Unprovoked,australia,Surfing,22,"1.5 m [5'] shark, either a bronze whaler or a grey nurse shark",Oct,N,M,Unspecified,2003,22.0
630,Unprovoked,usa,Surfing,13,"Tiger shark, 14' ",Oct,N,F,Tiger shark,2003,13.0
631,Invalid,usa,Snorkeling,56,Shark involvement not confirmed,Oct,Unknown,M,Unspecified,2003,56.0
632,Unprovoked,usa,Surfing,19,1.2 m [4'] shark,Oct,N,M,Unspecified,2003,19.0
633,Unprovoked,usa,Wading near a fishing net,41,"1.2 m [4'] ""grey-colored shark""",Oct,N,F,Unspecified,2003,41.0
634,Unprovoked,usa,Surfing,30,3' shark,Sep,N,M,Unspecified,2003,30.0
635,Invalid,usa,Swimming,8 or 10,Shark involvement doubtful,Sep,Unknown,F,Unspecified,2003,8.0
636,Unprovoked,usa,Body boarding,18,6' shark,Sep,N,M,Unspecified,2003,18.0
637,Unprovoked,usa,"Standing, stepped on shark",15,7' shark,Sep,N,M,Unspecified,2003,15.0
638,Unprovoked,south africa,Body boarding,19,White shark,Sep,Y,M,White shark,2003,19.0
639,Unprovoked,usa,"Swimming, wearing black wetsuit & swim fins",50,4.5 m to 5.5 m [15' to 18'] white shark,Aug,Y,F,Unspecified,2003,50.0
640,Invalid,usa,Swimming,31,Shark involvement not confirmed,Aug,Unknown,M,Unspecified,2003,31.0
641,Unprovoked,south africa,Sitting on surfboard,16,3.5 m [11.5'] white shark,Aug,N,M,Unspecified,2003,16.0
642,Unprovoked,bahamas,Spearfishing,58,Unidentified species,Jul,N,M,Unspecified,2003,58.0
643,Provoked,usa,"Walking, carrying surfboard & stepped on shark",10,2' shark,Jul,N,M,Unspecified,2003,10.0
644,Unprovoked,bahamas,Spearfishing,39,2.1 m  [7'] bull shark,Jul,N,M,Unspecified,2003,39.0
645,Unprovoked,usa,Surfing,17,Unidentified species,Jun,N,M,Unspecified,2003,17.0
646,Unprovoked,usa,Surfing,15,106 cm [3.5']  shark,Jun,N,M,Unspecified,2003,15.0
647,Unprovoked,usa,Standing,12,small brown shark,Jun,N,F,Unspecified,2003,12.0
648,Unprovoked,usa,Swimming with pod of dolphins,60,3.7 m to 4.3 m [12' to 14'] shark,Jun,N,M,Unspecified,2003,60.0
649,Unprovoked,usa,Surfing ,33,"""sand shark""",Jun,N,M,Unspecified,2003,33.0
650,Unprovoked,usa,Wading,22,3' to 5' shark,May,N,M,Unspecified,2003,22.0
651,Unprovoked,usa,Swimming,20,1.8 m [6'] reef shark - or a 2.1 m to 2.4 m [7' to 8'] grey-colored shark,May,N,M,Unspecified,2003,20.0
652,Provoked,usa,Surfing,34,4' to 5' shark,May,N,M,Unspecified,2003,34.0
653,Unprovoked,brazil,Surfing,17,Bull shark,Apr,N,M,Bull shark,2003,17.0
654,Unprovoked,usa,Surfing,36,Unidentified species,Apr,N,M,Unspecified,2003,36.0
655,Unprovoked,usa,Surfing,17,Unidentified species,Apr,N,M,Unspecified,2003,17.0
656,Unprovoked,usa,Surfing,30,Unidentified species,Apr,N,M,Unspecified,2003,30.0
657,Unprovoked,usa,Surfing,23,0.9 m to 1.2 m [3' to 4'] shark,Apr,N,M,Unspecified,2003,23.0
658,Unprovoked,usa,Surfing,18,Unidentified species,Apr,N,M,Unspecified,2003,18.0
659,Unprovoked,usa,Jumping,11,A small shark,Apr,N,M,Unspecified,2003,11.0
660,Unprovoked,usa,Surfing,12,Unidentified species,Apr,N,M,Unspecified,2003,12.0
661,Unprovoked,usa,Swimming (using a float),20,"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee",Apr,N,M,Unspecified,2003,20.0
662,Unprovoked,venezuela,Surfing,28,"Mako shark, 3 m [10']",Apr,N,M,Unspecified,2003,28.0
663,Unprovoked,usa,Surfing,50,4' to 5' shark,Apr,N,M,Unspecified,2003,50.0
664,Unprovoked,new zealand,Scuba diving,44,2.5 m [8.25'] white shark,Feb,N,M,Unspecified,2003,44.0
665,Unprovoked,australia,Wading,37,"""a small shark""",Feb,N,M,Unspecified,2003,37.0
666,Unprovoked,usa,Swimming,54,Species unidentified,Feb,N,M,Unspecified,2003,54.0
667,Unprovoked,australia,Swimming,24,Thought to involve a 2 m [6.75'] grey nurse shark,Feb,N,M,Unspecified,2003,24.0
668,Unprovoked,australia,Swimming,84,Thought to involve a >2 m [6.75'] bull shark,Feb,Y,M,Unspecified,2003,25.0
669,Invalid,south africa,Unknown,14,Shark involvement prior to death was not confirmed,Jan,Unknown,M,Unspecified,2003,14.0
670,Unprovoked,south africa,Snorkeling,25,"White shark, 4 m white shark",Dec,N,M,White shark,2002,25.0
671,Unprovoked,australia,Swimming,23,Bull shark,Dec,Y,M,Bull shark,2002,23.0
672,Unprovoked,usa,Body boarding,48,3 m to 4.5 m [10' to 15'] white shark,Nov,N,M,Unspecified,2002,48.0
673,Unprovoked,usa,Swimming,34,2.4 m to 3 m [8' to 10'] grey colored shark,Nov,N,F,Unspecified,2002,34.0
674,Unprovoked,turks & caicos,Snorkeling,41,1.8 m to 2.1 m [6' to 7']  Caribbean Reef Shark ,Nov,N,F,Unspecified,2002,41.0
675,Unprovoked,usa,Surfing,21,6' shark,Nov,N,M,Unspecified,2002,21.0
676,Unprovoked,usa,Boogie boarding,16,3' to 4' shark,Nov,N,M,Unspecified,2002,16.0
677,Unprovoked,usa,Swimming,60,A small shark,Oct,N,F,Unspecified,2002,60.0
678,Unprovoked,brazil,Swimming,36,Possibly a bull shark or tiger shark,Oct,Y,M,Unspecified,2002,36.0
679,Unprovoked,usa,Surfing,14,Blacktip or spinner shark,Oct,N,M,Unspecified,2002,14.0
680,Unprovoked,usa,Surfing,35,3.5' to 4.5' shark,Oct,N,M,Unspecified,2002,35.0
681,Unprovoked,usa,Surfing,18,3.5' to 4' shark,Oct,N,M,Unspecified,2002,18.0
682,Unprovoked,usa,Surfing,47,4' to 5' shark,Sep,N,M,Unspecified,2002,47.0
683,Unprovoked,usa,Fishing from Surfboard,55,1.2 m [4'] blacktip shark,Sep,N,M,Unspecified,2002,55.0
684,Provoked,usa,Fishing,  ,1.8 m [6'] blacktip shark,Sep,N,M,Unspecified,2002,28.07
685,Provoked,tonga,Swimming, ,"Tiger shark, 1.5 m [5']k",Sep,N,M,Tiger shark,2002,28.07
686,Unprovoked,usa,Boogie boarding or Surfing,24,2.4 m [8'] shark,Sep,N,M,Unspecified,2002,24.0
687,Unprovoked,usa,Surfing,35,3 m to 3.7 m [10' to 12'] shark,Sep,N,M,Unspecified,2002,35.0
688,Unprovoked,brazil,Swimming,19,Bull or tiger shark,Sep,N,M,Bull shark,2002,19.0
689,Unprovoked,south africa,Surf skiing,47,White shark,Sep,N,M,White shark,2002,47.0
690,Unprovoked,usa,Boogie boarding,20,4' to 6' shark,Sep,N,M,Unspecified,2002,20.0
691,Provoked,usa,"Wading, when he stepped on the shark",36,1' to 2' hammerhead or bonnethed shark,Sep,N,M,Unspecified,2002,36.0
692,Unprovoked,usa,Surfing,16,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Aug,N,M,Tiger shark,2002,16.0
693,Unprovoked,usa,Surfing,27,0.9 m  to 1.2 m [3' to 4'] shark,Aug,N,M,Unspecified,2002,27.0
694,Unprovoked,usa,Surfing,15,"Nurse shark, 1.5 m [5'] ",Aug,N,M,Unspecified,2002,15.0
695,Unprovoked,usa,Standing,14,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M,Unspecified,2002,14.0
696,Unprovoked,usa,Surfing,13,1.2 m [4'] blacktip or sandbar shark,Jul,N,M,Unspecified,2002,13.0
697,Unprovoked,usa,Swimming,15,"Bull shark, 1.8 m to 2.1 m [6' to 7'] ",Jul,N,F,Bull shark,2002,15.0
698,Provoked,usa,Shark Fishing,41,"Mako shark, 400-lb ",Jul,Y,M,Unspecified,2002,41.0
699,Unprovoked,brazil,Surfing,22,Bull or tiger shark,Jul,N,M,Bull shark,2002,22.0
700,Unprovoked,usa,Standing,9,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark",Jul,N,F,Unspecified,2002,9.0
701,Unprovoked,usa,Surfing,28,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand,Jun,N,M,Unspecified,2002,28.0
702,Unprovoked,usa,Surfing,50,  ,Jun,N,M,Unspecified,2002,50.0
703,Unprovoked,south africa,Snorkeling (filming the sardine run),50,1.5 to 2.5 m [5' to 8.25'] copper shark,Jun,N,M,Unspecified,2002,50.0
704,Unprovoked,usa,Surfing,24,3.7 m to 4.3 m [12' to 14'] white shark,May,N,M,Unspecified,2002,24.0
705,Unprovoked,usa,Floating on a raft,16,1 m  shark,May,N,M,Unspecified,2002,16.0
706,Provoked,usa,"Fishing, removing the shark from his line",55,3' blacktip shark,May,N,M,Unspecified,2002,55.0
707,Unprovoked,australia,Scallop diving (using surface-supplied air & a POD) ,23,"White shark, 6m [20']",Apr,Y,M,White shark,2002,23.0
708,Unprovoked,usa,"Surfing, but standing in water alongside board",34,1.2 m [4'] shark,Apr,N,M,Unspecified,2002,34.0
709,Unprovoked,bahamas,Standing,43,"Bull shark, 400-lb ",Apr,N,M,Bull shark,2002,43.0
710,Unprovoked,usa,Wading,41,3'  shark,Apr,N,M,Unspecified,2002,41.0
711,Unprovoked,usa,Swimming / Wading,29,0.9 m [3'] shark,Apr,N,M,Unspecified,2002,29.0
712,Unprovoked,usa,Body-boarding,17,Tiger shark,Mar,N,M,Tiger shark,2002,17.0
713,Unprovoked,usa,Wading,11,  ,Mar,N,F,Unspecified,2002,11.0
714,Unprovoked,usa,Swimming /  boogie boarding,20,4' shark,Mar,N,M,Unspecified,2002,20.0
715,Unprovoked,usa,Snorkeling,39,"Nurse shark, 1m ",Mar,N,M,Unspecified,2002,39.0
716,Unprovoked,usa,Surfing,31,"Spinner shark, 3' to 4' ",Mar,N,M,Unspecified,2002,31.0
717,Unprovoked,australia,Surfing,30 or 36,"1.5 m [5'] ""whaler shark""",Feb,N,M,Unspecified,2002,30.0
718,Boating,australia,Kayaking,35,C. leucas tooth fragment recovered from kayak,Feb,N,M,Unspecified,2002,35.0
719,Unprovoked,australia,Surfing,20,"Tiger shark, 3 m [10']",Jan,N,M,Tiger shark,2002,20.0
720,Unprovoked,south africa,Fishing,16,Zambesi shark?,Jan,N,M,Unspecified,2002,16.0
721,Unprovoked,south africa,Surf skiing,26,Unidentified,Jan,N,M,Unspecified,2002,26.0
722,Unprovoked,usa,Snorkeling,35,"Tiger shark, 1.8 m [6'] ",Jan,N,M,Tiger shark,2002,35.0
723,Unprovoked,australia,Snorkeling,20,Bronze whaler shark?,Oct,N,F,Unspecified,2001,20.0
724,Unprovoked,mexico,Body surfing,26,"Tiger shark, 1.8 m [6']",Sep,N,M,Tiger shark,2001,26.0
725,Provoked,usa,"Surfing, fell off surfboard & stepped on the shark.",21,4' shark,Sep,N,M,Unspecified,2001,21.0
726,Invalid,usa,Wreck / Technical diving,42,Questionable incident - shark bite may have precipitated drowning,Sep,Y,M,Unspecified,2001,42.0
727,Unprovoked,usa,Boogie boarding,6½,2' to 3.5' shark,Sep,N,M,Unspecified,2001,6.0
728,Unprovoked,usa,Swimming ,28,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,Sep,Y,M,Unspecified,2001,28.0
729,Unprovoked,usa,Swimming,23,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,Sep,N,F,Unspecified,2001,23.0
730,Unprovoked,usa,Wading,20,1.5 m [5'] shark,Sep,N,M,Unspecified,2001,20.0
731,Unprovoked,usa,Swimming ,10,bull shark,Sep,Y,M,Bull shark,2001,10.0
732,Unprovoked,bahamas,Spearfishing,44,3 m [10'] bull shark,Aug,N,M,Unspecified,2001,44.0
733,Unprovoked,usa,Surfing,17,a small shark,Aug,N,M,Unspecified,2001,17.0
734,Unprovoked,usa,Surfing,20,Possibly  a blacktip or spinner shark,Aug,N,M,Unspecified,2001,20.0
735,Unprovoked,usa,Surfing,19,"3' shark, possibly  a blacktip or spinner shark",Aug,N,M,Unspecified,2001,19.0
736,Unprovoked,usa,Surfing,19,"Blacktip shark, 5' to 6' ",Aug,N,M,Unspecified,2001,19.0
737,Unprovoked,bahamas,Spearfishing,43,1.9 m [6.5'] bull shark,Aug,N,M,Unspecified,2001,43.0
738,Unprovoked,usa,Boogie boarding,18,0.9 m  [3'] shark,Jul,N,M,Unspecified,2001,18.0
739,Unprovoked,usa,Swimming,8,"Bull shark, 2.3 m [7.5'] ",Jul,N,M,Bull shark,2001,8.0
740,Provoked,usa,Spearfishing,52,"White shark, 2.4 m to 3 m [8' to 10'] ",Jun,N,M,White shark,2001,52.0
741,Unprovoked,usa,Wading,29,2' shark,Jun,N,F,Unspecified,2001,29.0
742,Unprovoked,usa,Surfing,45,1.2 m to 1.5 m [4' to 5'] shark,May,N,M,Unspecified,2001,45.0
743,Unprovoked,usa,Surfing,12,Possibly a juvenile blacktip or spinner shark,Apr,N,M,Unspecified,2001,12.0
744,Unprovoked,usa,Surfing,21,Possibly a juvenile blacktip or spinner shark,Apr,N,M,Unspecified,2001,21.0
745,Unprovoked,usa,Body boarding,12,Possibly a juvenile blacktip or spinner shark,Apr,N,M,Unspecified,2001,12.0
746,Unprovoked,usa,Surfing,22,Possibly a 1.5 m [5'] blacktip or spinner shark,Apr,N,M,Unspecified,2001,22.0
747,Unprovoked,usa,Surfing,19,Possibly a juvenile blacktip or spinner shark,Apr,N,M,Unspecified,2001,19.0
748,Unprovoked,south africa,Surfing,46,"White shark, 2.7 m [9'] ",Apr,N,M,White shark,2001,46.0
749,Unprovoked,usa,Standing alongside surfboard,26,"""small shark""",Apr,N,M,Unspecified,2001,26.0
750,Unprovoked,australia,Surfing,40,Bronze whaler shark,Apr,N,M,Unspecified,2001,40.0
751,Unprovoked,australia,Surfing,40,"Bronze whaler shark, 2.5 m [8.25']  k",Feb,N,M,Unspecified,2001,40.0
752,Unprovoked,fiji,Swimming back from anchored sailboat,47,6 m [20'] shark,Dec,Y,M,Unspecified,2000,47.0
753,Unprovoked,australia,Spearfishing,38,"Bronze whaler shark, 2.5 m [8.25'] ",Dec,N,M,Unspecified,2000,38.0
754,Unprovoked,usa,Swimming,73,1.2 m to 1.8 m [4' to 6'] shark,Nov,N,M,Unspecified,2000,25.0
755,Unprovoked,australia,Swimming,52,"White shark, 4.9 m [16'] ",Nov,N,M,White shark,2000,52.0
756,Unprovoked,australia,Swimming,49,"White shark, 5 m [16.5'] ",Nov,Y,M,White shark,2000,49.0
757,Unprovoked,usa,Surfing,27,"White shark, 2.4 m to 3 m [8' to 10'] ",Nov,N,M,White shark,2000,27.0
758,Unprovoked,usa,Swimming / snorkeling,56,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Oct,N,F,Tiger shark,2000,56.0
759,Unprovoked,usa,Surfing,17,2.1 to 2.4 m [7' to 8'] shark,Oct,N,M,Unspecified,2000,17.0
760,Unprovoked,usa,Surfing,23,"Blacktip shark, 2' ",Oct,N,M,Unspecified,2000,23.0
761,Unprovoked,australia,Surfing,17,White shark,Sep,Y,M,White shark,2000,17.0
762,Unprovoked,australia,Surfing,25,"White shark, 4 m to 5 m [13' to 16.5'] ",Sep,Y,M,White shark,2000,25.0
763,Unprovoked,okinawa,Surfing,31,"White shark, 2.5 m ",Sep,Y,M,White shark,2000,31.0
764,Unprovoked,usa,Swimming / Body surfing,25,60 cm to 90 cm [2' to 3'] shark,Sep,N,M,Unspecified,2000,25.0
765,Unprovoked,south africa,Free diving,48,"White shark, 3.5 m [11.5']  male ",Sep,N,M,White shark,2000,48.0
766,Unprovoked,usa,Wading,40,1.5 m [5'] shark,Sep,N,M,Unspecified,2000,40.0
767,Unprovoked,reunion,Surfing,27,"Tiger shark, 3 m [10'] ",Sep,N,M,Tiger shark,2000,27.0
768,Unprovoked,usa,Swimming,47,A 2' shark was seen in the area by witnesses,Aug,N,M,Unspecified,2000,47.0
769,Unprovoked,usa,Jumped into the water,69,"Thought to involve a 2.7 m [9'], 400-lb bull shark",Aug,Y,M,Unspecified,2000,25.0
770,Unprovoked,usa,"Windsurfing, but sitting on his board",53,"Tiger shark, 3.7 m to 4.5 m [12' to 14'9""]  ",Aug,N,M,Tiger shark,2000,53.0
771,Unprovoked,usa,Surfing / Wading,27,juvenile shark,Aug,N,M,Unspecified,2000,27.0
772,Unprovoked,usa,Standing,44,"Blacktip shark, 2.4 m to 3 m [8' to 10'] ",Aug,N,F,Unspecified,2000,44.0
773,Unprovoked,usa,Playing,12,"Tiger shark, 0.9 m to 1.5 m [3' to 5'] ?",Jul,N,F,Tiger shark,2000,12.0
774,Unprovoked,usa,"Spearfishing, holding mesh bag with speared fish",55,"Nurse shark, 1.2 m [4'] ",Jul,N,F,Unspecified,2000,55.0
775,Unprovoked,usa,Wading,13,0.9 m [3'] shark,Jul,N,F,Unspecified,2000,13.0
776,Unprovoked,usa,Standing,19,"0.9 m [3'] shark,  probably a blacktip or spinner shark",Jul,N,F,Unspecified,2000,19.0
777,Unprovoked,usa,Surfing,17,"Blacktip shark, 1.2 m to 1.8 m [4' to 6'] ",Jun,N,M,Unspecified,2000,17.0
778,Unprovoked,usa,Swimming,55,Bull shark?,Jun,N,M,Bull shark,2000,55.0
779,Unprovoked,usa,Swimming ,44,Bull shark,Jun,N,M,Bull shark,2000,44.0
780,Unprovoked,australia,Swimming,26,2.5 m shark,Mar,N,M,Unspecified,2000,26.0
781,Unprovoked,usa,Boogie boarding,14,1.8 m [6'] shark,Mar,N,F,Unspecified,2000,14.0
782,Unprovoked,usa,Surfing,37,1.2 m [4'] shark,Mar,N,M,Unspecified,2000,37.0
783,Unprovoked,new caledonia,Spearfishing,35,Tiger shark?,Mar,Y,M,Tiger shark,2000,35.0
785,Invalid,brazil,Spearfishing,39,Shark involvement not confirmed,Dec,N,M,Unspecified,1999,39.0
786,Unprovoked,usa,Swimming,51,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Nov,N,F,Tiger shark,1999,51.0
787,Unprovoked,brazil,"Spearfishing, but swimming at surface",39,1.3 to 1.6 m shark,Nov,N,M,Unspecified,1999,39.0
788,Unprovoked,usa,"Surfing, lying on surfboard",16,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Oct,N,M,Tiger shark,1999,16.0
789,Unprovoked,usa,Kayaking,37,White shark,Sep,N,M,White shark,1999,37.0
790,Unprovoked,usa,Surfing,28,"""a small shark""",Aug,N,M,Unspecified,1999,28.0
791,Unprovoked,marshall islands,Fishing,23,7' shark,Aug,N,M,Unspecified,1999,23.0
792,Unprovoked,usa,Lying prone in 2' of water,10,1.8 m [6'] shark,Aug,N,M,Unspecified,1999,10.0
793,Unprovoked,usa,Body surfing,62,4' to 5' shark,Aug,N,M,Unspecified,1999,62.0
